0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
0.119 0.5 0.881 0.982 0.998 1 1 1 1 1 1 1 1 1 1
